bundle_file,offset_start,offset_end,length,source,target
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,95031,95055,8,暴銀　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,95518,95535,7,金沢流(先手),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,95684,95701,7,金沢流(後手),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,96578,96603,11,GAVA角　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,97023,97068,15,ハチワンシステム（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,97804,97843,13,セカステ右玉　（※要検討）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,98454,98478,8,かなけんシステム,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,98625,98640,7,美濃囲い(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,98767,98782,7,木村美濃(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,98918,98935,7,銀冠(居飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,99074,99100,10,銀冠穴熊(振り飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,99235,99259,10,ビッグ4(振り飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,99395,99413,8,相筋違い角(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,99565,99583,8,相筋違い角(3),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,99735,99747,6,玉頭銀(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,99998,100256,86,金銀桂歩が左右対称に広がる姿が、羽を広げたアヒルに似ていることからこの名がつきました。低い陣形で飛車や角の打ち込む隙がなく、さばきを狙う独特の戦法で根強い人気がありますね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,100392,100707,105,馬を囲いの一部として組み込んだ独特の形で、警備会社に因んだユニークな名前です。馬の利きが広範囲を守るため、通常の金銀だけの囲いとは異なる特性を持ちます。名前は現代的ですが、実戦で生まれた知恵が詰まった囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,100838,100997,57,玉がほぼ初期位置から動かず、周囲の金銀も初期配置に近い素朴な囲いです。......いちごが食べたくなってきました。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,101147,101462,109,居飛車穴熊の究極形とも言える、全ての駒を最大限に活用した陣形です。飛車・角・金銀すべてが理想的な位置に配置され、まさに「音無し」......静かなる完成形です。ここまで組み上げられれば、それはもう芸術と言えるでしょう。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,101590,101854,92,玉を端の最深部に配置する、対振り飛車の代表的な囲いです。圧倒的な堅さを誇り、多少の駒損でも囲いの力で押し切れることがあります。堅さへの絶対的な信頼......それが穴熊の強さの源です。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,101981,102252,93,コンピュータ将棋ソフト「elmo」が対振り飛車で多用したことからこの名がつきました。少ない手数で組める上に、陣形バランスが非常に優秀です。現代将棋に大きな影響を与えた囲いのひとつですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,102379,102532,51,美濃囲いの変形で、やや独特な金銀の配置が特徴です。実戦で自然に現れることのある、素朴な形の囲いですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,102661,102919,90,大山康晴十五世名人が好まれた美濃囲いの形で、独特の駒配置が特徴です。大山先生は銀冠を嫌い、受けの力を重視した低い構えを好まれました。......偉大な先人の知恵が詰まった囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,103043,103310,89,美濃囲いの最も簡素な形で、金と銀と玉の三枚だけで構成されます。手数がほとんどかからないため、急戦志向の振り飛車で重宝します。ここから美濃囲い、高美濃へと発展させるのが基本ですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,103435,103705,90,天野矢倉とも呼ばれる、金矢倉から玉の位置を一路ずらした形です。金矢倉より一手早く完成し、角打ちにも強いという利点があります。実戦では非常に有力で、私もよく採用する囲いのひとつです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,103827,104058,77,金二枚が横に並ぶ、矢倉の最も基本的な形です。カニのはさみのように見えることが名前の由来ですね。ここから金矢倉へと発展させていくのが基本の考え方になります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,104189,104405,72,金銀が玉の上に兜のように被さる形の矢倉系囲いです。角換わりの将棋で自然に現れることがある実戦的な形で、上部からの攻めに対して堅い構えになります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,104534,104827,103,銀二枚を横に並べて上部を守る、角道を開けたまま組める囲いです。一時はあまり指されなくなっていましたが、AI将棋の影響で劇的に再評価されました。時代と共に囲いの価値も変わる......将棋の奥深さを感じます。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,104958,105186,76,大阪の偉人・楠木正成の家紋「菊水」にちなんで名付けられました。玉と銀の位置が通常の矢倉と異なる独特の配置です。歴史ある名前に恥じない、趣深い囲いですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,105314,105587,91,初代実力制名人の木村義雄先生が好まれた形で、銀を中段の高い位置に配置します。攻めにも守りにも転用できる柔軟な銀の位置が特徴です。バランスを重視した、まさに名人の囲いと言えるでしょう。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,105704,105926,74,銀冠の銀の代わりに金が王冠の位置に来る形です。金の守備力により上部が非常に堅くなりますが、金を上部に使う分、他の場所の守りが薄くなることもあります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,106057,106228,57,金を盾のように前面に配置した囲いです。金の守備力を活かして正面からの攻めを受け止める、名前の通り力強い構えですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,106352,106580,76,美濃囲いの変形で、上部の守りを銀ではなく金が担う形です。金は銀より守備力が高いため玉頭方面の攻めに堅いですが、その分横の守りが手薄になることがあります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,106705,106948,81,二枚の金を横に並べる、相振り飛車の古典的な囲いです。右銀が「壁銀」となってしまうことには注意が必要です。「無双」の名は二枚金が並んだ姿に由来するとされていますよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,107073,107271,70,「矢倉は将棋の純文学」......この言葉の通り、居飛車で最も格式高い囲いです。一手ずつ積み重ねる、その過程にこそ矢倉の美しさがあるのです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,107391,107622,77,高美濃囲いからさらに銀を上に上げた形で、銀が王冠のように見えることが名前の由来です。上部の守りが大幅に改善され、振り飛車の理想形のひとつとされていますよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,107749,108007,86,銀冠の堅さと穴熊の深さを併せ持つ囲いです。穴熊の弱点である端攻めに対しても銀冠の形が補強してくれます。組み上がりに手数がかかりますが、完成すれば非常に心強い陣形になります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,108141,108303,54,左銀が一段高い位置に立つ矢倉の変形です。現代ではあまり見かけませんが、当時の棋士の工夫が感じられる囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,108423,108594,57,美濃囲いを銀主体で構成した簡素な形です。手数を節約できるため、金を攻めに回して速攻を目指す振り飛車で選択されます。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,108719,109007,96,金矢倉から金を一枚攻めに回し、代わりに銀で守る形です。攻撃力を高めたい局面で自然に生まれることが多いですね。金矢倉ほどの堅さはありませんが、攻守のバランスを攻め寄りに調整した実戦的な囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,109136,109367,81,玉を中段に浮かせた独特の囲いで、対振り飛車で使われることがあります。文字通り「空中の城」......幻想的な名前ですが、しっかりとした理論に裏打ちされた囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,109492,109771,93,穴熊に似た形ですが、玉と香車の位置が逆になっています。香が玉を串刺しにしているように見えることが名前の由来です。通常の穴熊より一手早く組めて角道を避けられますが、端攻めには弱くなります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,109897,110098,67,木村美濃から金が一路ずれた形が裾固めです。金が二つ横に並び、囲いの土台を固めているのが名前の由来ですね。横からの攻めに粘り強い形です。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,110226,110496,90,美濃囲いの金銀が通常の位置から一路ずれた形です。中央に厚く、通常の美濃とは微妙に異なる特性を持ちます。一路のずれが、局面全体に影響を及ぼすこともある。将棋の繊細さを感じる囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,110624,110861,79,金銀四枚すべてを囲いに投入した、矢倉系で最も堅固な形です。上部の守りは鉄壁ですが、攻め駒が不足してしまうのが難点です。使いどころを見極める判断力が問われます。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,110987,111215,76,美濃囲いから金を一段上に上げた発展形で、上部からの攻めに対する耐性が向上します。美濃囲いからの自然な発展として、局面に応じて移行することが多い形ですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,111352,111610,86,美濃囲いに銀を一枚加えた四枚囲いで、金銀の配置がダイヤモンド型になることが名前の由来です。上部と横の両方に厚みがあり非常に堅いですが、攻め駒が薄くなるのは避けられませんね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,111746,111974,76,美濃囲いの上に歩が飛び出した形で、その姿がちょんまげに似ていることからこの名がつきました。主に陽動振り飛車と共に用いられます。名前も可愛らしいですよね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,112106,112301,65,左美濃から玉を一段上に上げた形です。玉が高い位置にいるため、玉頭が弱点になります。名前の通り、天守閣のように高く構える囲いですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,112428,112641,71,金矢倉と比べて金と銀の位置が入れ替わっており、角打ちに強いという特徴があります。現代ではあまり見かけませんが、歴史を感じる趣のある囲いですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,112771,113023,84,玉を中央付近にとどめたまま戦う、最も簡素な陣形です。手数をほとんど使わないため急戦に対応しやすくバランスが良いことが特徴です。相掛かりや横歩取りなどで見られる形ですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,113147,113393,82,中原誠先生が好まれた、玉を深く囲わずに中間的な位置に置く陣形です。左右どちらにも逃げられる柔軟性が特徴で、「自然流」と呼ばれた中原先生の棋風そのものと言える形です。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,113524,113749,75,舟囲いの発展形で、玉がちょうど箱の中に収まっているような形をしています。なかなか愛らしい名前ですよね。舟囲いより堅く、急戦策を支える実戦的な囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,113876,114119,81,天守閣美濃から玉を端まで移動させた形で、米長邦雄先生が愛用されたことから「米長玉」とも呼ばれます。玉に王手がかかりにくい形のため、終盤の寄せ合いで力を発揮します。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,114243,114516,95,通常の矢倉よりも手数を省略して素早く組み上げる囲いです。速度を重視する一方で、途中の隙を突かれる危険もあります。急がば回れ......とも言いますが、研究次第では有力な選択肢になり得ますね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,114644,114893,83,金矢倉に右銀を加え、金銀がひし形に配置された厚い矢倉です。中央方面の守りが非常に厚く、角筋にも強い形になります。攻め駒が薄くなりますが、その分の堅さは確かなものです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,115019,115289,90,居飛車側が美濃囲いの形を左側に組む囲いです。横からの攻めに強く、対振り飛車の持久戦で有力な選択肢となります。穴熊と比べて手数が少なく、攻めとのバランスも取りやすい実戦的な囲いです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,115418,115700,98,金銀四枚で固めた居飛車穴熊の最終形態です。端攻めにも強く、囲いとしての弱点がほとんどありません。ただし、守りに四枚を費やすため攻め駒が大幅に不足します。......完璧な守りの代償は大きいですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,115824,116097,91,対振り飛車の基本的な囲いで、玉と金銀が舟のような形に並びます。手数がかからず素早く組めるため、急戦を仕掛ける際の土台となる囲いです。シンプルですが、ここから様々な囲いへ発展できます。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,116227,116467,80,振り飛車側が採用する穴熊囲いです。玉を端の最深部まで移動させ、金銀で何重にも守ります。居飛車穴熊に比べるとやや組みにくいとされますが、その堅さは折り紙つきです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,116598,116805,69,高美濃囲いの発展形で、銀の位置が通常と異なる美しい配置の囲いです。名前に「プラチナ」がつくだけあって、洗練されたバランスの良さが特徴です。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,116935,117196,87,美濃囲いから玉の頭の歩がない形で、ひねり飛車や角交換型の将棋で自然に現れます。歩がない分、玉頭が薄くなるため注意が必要です。「坊主」という名前は歩がない状態を指していますね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,117328,117607,99,コンピュータ将棋ソフト「Bonanza」が好んで採用したことからこの名がつきました。手数を節約して攻めに回すという合理的な思想が表れています。人間の常識を覆した、AIならではの囲いと言えるでしょう。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,117738,118026,96,升田幸三先生にちなんだ左美濃の変形で、対矢倉で使われる形です。五筋からの突破を防ぎつつ、角のラインにも配慮した配置になっています。「新手一生」を掲げた升田先生らしい、工夫の詰まった囲いですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,118160,118367,69,居飛車穴熊の基本形から右銀を囲いに引き付けることで、短い手数でさらに堅くする工夫が施されています。効率の良さが光る、洗練された穴熊ですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,118490,118658,56,通常の矢倉囲いを右側に配置した形です。相振り飛車で使われることがあり、上部からの攻めに非常に強い特徴があります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,118781,119045,88,振り飛車の代表的な囲いで、金銀三枚で玉を守る美しい形です。横からの攻めに強く、組み上がりも比較的速い。攻守のバランスに優れた、振り飛車党にとっての基本中の基本と言えるでしょう。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,119179,119350,57,美濃囲いと穴熊の要素を組み合わせた囲いです。美濃の形を保ちつつ玉を端に寄せることで、両方の長所を取り入れています。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,119483,119754,93,藤井システム対策として2000年頃に編み出された囲いで、西暦にちなんで「ミレニアム」と名付けられました。玉を角道から外した位置に配置し弱点を解消しています。時代が生んだ知恵の結晶ですね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,119879,120086,69,飛車の両脇を銀二枚で固め、金二枚で下を支える対称的な形です。名前とは裏腹に実戦的な堅さには課題があり、攻めも守りも中途半端になりがちです。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,120219,120438,73,矢倉の堅さと穴熊の深さを兼ね備えた囲いです。玉を端の最深部まで移動させるため、非常に遠い位置から戦えます。ただし、端攻めには細心の注意が必要です。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,120568,120823,85,左美濃に右銀を加え、金銀四枚で守る堅固な囲いです。天守閣美濃の弱点だった玉頭を銀で補強しており、バランスに優れています。ただし、四枚を守りに使う分、攻め駒は薄くなります。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,120967,121169,68,お互いに飛車の前の歩を交換し合う、居飛車同士のぶつかり合い!序盤から激しい展開になることが多くて、一手一手の精度がすごく大事な戦型だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,121307,121440,45,相掛かりから棒銀で攻める、攻撃力抜群の作戦!飛車と銀の協力で相手の陣地をこじ開けにいくよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,121587,121725,46,お互いに筋違い角を打ち合う珍しい力戦形。定跡がほとんどないから、構想力と読みの勝負になるよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,121843,122027,62,お互いに飛車を振る戦型で、振り飛車同士のぶつかり合い!居飛車対振り飛車とは全然違う戦いになるから、また違った楽しさがあるよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,122170,122321,51,お互いに横の歩を取り合う超激しい戦法。序盤からいきなり大乱戦になるから、度胸と読みの深さが試されるよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,122454,122674,74,青野照市先生が体系化した横歩取りの超攻撃型戦法!飛車を引かないで桂馬をどんどん跳ねて攻めまくる。プロ間では詰みまで研究されるほどの破壊力なんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,122807,122978,57,阿久津主税先生が考案した急戦策で、角を中央に据えて矢倉を睨みながら攻めていく。現代的なスピード感のある指し方だね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,123124,123319,65,佐藤天彦先生が居飛車党から転身して連採した向かい飛車。序盤から独自の形に誘導するのが特徴で、佐藤先生の美意識が感じられる戦法だね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,123467,123648,61,佐藤天彦先生が3手目にいきなり角を上がる斬新な出だし。序盤から独自の世界に引き込むのが特徴で、トップ棋士にも勝っているよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,123783,123924,53,将棋YouTuberの「アユム」さんが使ったことで知られるオリジナル戦法。動画で見たことある人も多いかも!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,124061,124259,66,飯島栄治先生が対振り飛車用の引き角戦法を相掛かりに応用した戦法。角道を開けないで引き角で戦うっていう発想を相居飛車に持ち込んだんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,124390,124597,69,飯島栄治先生が考案した、角道を開けないまま角を引いて使う対振り飛車の戦法。振り飛車側の角の睨みを消せるのが優秀で、升田幸三賞を受賞したよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,124741,124924,61,角をそのままの位置に残して左美濃に囲い、そこから急戦を仕掛ける現代的な作戦。角が自然に相手陣を睨んでいるのがポイントだよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,125043,125209,56,江戸時代の盲目の棋士、石田検校が考えたって言われてる三間飛車の代名詞!飛車を浮かせて飛角桂の理想形を目指すんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,125339,125496,53,角交換を避けて、飛車・角・桂をじっくり理想の配置に組み上げる石田流の完成形。全部揃ったら一気に攻めるんだ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,125616,125790,58,飛車を一番端の筋に持っていく、珍しい振り飛車。端から攻めつつ、状況に応じて飛車を別の筋に移動できる柔軟さが魅力だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,125916,126082,56,わざと一手損して自分から角を交換する、ちょっと不思議な戦法。損しているように見えるんだけど、十分有力な戦法だよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,126096,126117,7,イデオンソード,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,126304,126460,52,糸谷哲郎先生の右玉で、対振り飛車の将棋で玉を右に構える柔軟な作戦。糸谷先生らしい独創的な発想の戦法だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,126590,126830,80,自陣の歩を一切突かずに全ての場所を守り駒で固める、超守備的なコンピュータ対策の戦法。打開するのがすっごく大変で、コンピュータが苦手とする手詰まりに持ち込むんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,126978,127146,56,振り飛車っぽい出だしから、実は矢倉に組んじゃう戦法。普通の矢倉と手順が違うから「ウソ」って名前がついたんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,127274,127469,65,アマチュアの嬉野宏明さんが考えた、銀をいきなり上がる意表の出だしの戦法。プロの定跡を覚えなくても自分のペースで戦えるのが魅力だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,127600,127845,83,山口英夫先生(愛称「英ちゃん」)が考えた、中央の歩をあえて突かない中飛車。「後回しにできる手は後回しにする」っていう、今の時代にも通じる考え方の先駆けだったんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,127976,128300,114,コンピュータ将棋ソフト「elmo」が対振り飛車で多用したことから名前がついた急戦策。ソフト発祥の戦法で、elmo囲いが升田幸三賞を受賞したんだよ!シンプルな囲いなのにすごく堅くて、四間飛車にも三間飛車にも使えるのが革命的なんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,128430,128675,83,桂馬をいきなりポンと高く跳ねて奇襲する戦法!「この戦法を使えば鬼も倒せる」っていう売り文句で大正時代に広まったんだって。縁台将棋で大流行した、みんな大好きな奇襲戦法!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,128829,129030,67,島朗先生が考案した、角道を止めずに向かい飛車に振る戦法。鬼殺し系の中で唯一、相手が正しく指しても不利にならないって言われてるんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,129106,129314,70,お互いに角を交換してから戦う居飛車の基本戦型!持ち駒の角をどこに打つかが勝負の分かれ目で、一手のミスが命取りになるスリリングな将棋になるよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,129328,129340,4,腰掛け銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,129434,129630,66,角換わりから銀を真ん中あたりに構えて戦う、居飛車の王道戦法!銀の位置がちょうど「腰掛けている」みたいに見えるからこの名前なんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,129753,129913,54,角換わりから棒銀で一直線に攻めていくシンプルで力強い戦法!角交換で手に入れた角をどこに打つかがポイントだよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,130043,130193,50,角換わりの将棋で玉を右に構えて、相手の攻めを柔らかく受け流す戦法。カウンター狙いの大人な指し方だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,130340,130493,51,角を交換してから飛車を振る戦法。持ち駒の角をどこに打つかの駆け引きが楽しくて、自由度が高い指し方だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,130618,130781,55,普通は弱点とされる角の頭の歩をあえて突く大胆な戦法!坂田三吉さんが指して「古今第一の奇手」と称されたんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,130921,131095,58,角道を開けたまま四間飛車に構える現代的な指し方。普通は角道を閉じるんだけど、開けておくことで攻めの可能性が広がるよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,131217,131442,75,伊藤果先生が考案した、飛車を下段で左右にクルクル回して相手の攻めを受け流す超持久戦の戦法。「戦わない、攻めない」っていう精神がとってもユニークだよね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,131572,131737,55,加藤一二三先生の袖飛車で、対ツノ銀中飛車の急戦策。「ひふみん」こと加藤先生らしい、力強い攻めが魅力の戦法だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,131872,132002,44,三間飛車の対穴熊戦法、略してカナシス!銀を前線に繰り出して数の攻めで穴熊に対抗するんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,132140,132300,54,金沢孝史先生が王位戦予選で披露した、3手目に角を上がる奇襲的な力戦誘導型の戦法。天彦流の先行形とも言えるね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,132440,132594,52,カニカニ銀で有名な児玉孝一先生の後手番向けの戦法!今度は銀じゃなくて金を攻めに使う超攻撃的な構想なんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,132721,132955,80,児玉孝一先生が考案した、2枚の銀をカニのハサミみたいに中央に出して総攻撃する超攻撃型戦法!居玉のまま全力で攻めるから、攻めが決まったときの爽快感がたまらないよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,133081,133311,80,元奨励会三段の鈴木英春さんが考案した総合戦法で、19手で基本の形が完成するから「必殺19手定跡」って呼ばれてるんだって。この戦法でアマ王将を連覇したすごい戦法!,
