source,target
角交換の直後に飛車を向かい飛車にスパッと振る戦法。遠回りせずに直接向かい飛車にするから「ダイレクト」なんだ。テンポよく攻めの形が作れるよ!,"A strategy that swings the rook directly to Opposing Rook immediately after bishop exchange. It is direct because it does not take a detour, and it can build an attacking shape with good tempo."
飛車を一番下の段で横にスーッと走らせる戦法。名前の通り地下鉄みたいに端から端まで移動して、端攻めを狙うよ!,"A strategy that runs the rook smoothly along the bottom rank. As the name Subway Rook suggests, it travels from edge to edge and aims for an edge attack."
ゴキゲン中飛車に対して、序盤から一気に飛車先を突破しにいく激しい戦法!のんびり構える暇なんてない、スピード勝負の将棋になるよ。,A sharp strategy against Cheerful Central Rook that breaks through the rook pawn immediately from the opening. There is no time to sit back; it becomes a speed contest.
ゴキゲン中飛車に対して素早く銀を繰り出す居飛車の対策。名前の通り超スピードで仕掛けていくから、中飛車側もうかうかしてられないんだ。,"A Static Rook answer to Cheerful Central Rook that sends the silver forward quickly. True to the Ultra-Speed name, it attacks fast enough that Central Rook cannot relax."
塚田泰明先生が考案した相掛かりの超急戦で、なんとこの戦法を使って公式戦22連勝したんだって!中原先生や米長先生にも勝っちゃったっていうからすごいよね。,"An ultra-quick Double Wing Attack devised by Yasuaki Tsukada. He reportedly won 22 official games in a row with it, even beating Nakahara and Yonenaga. Impressive."
鈴木英春さんが考案した、歩をつくつくと次々に突いていく戦法。名前がかわいいよね!ひねり飛車と陽動振り飛車を混ぜたような、独創的な指し方だよ。,A strategy devised by Eishun Suzuki that keeps pushing pawns one after another. The name is cute. It is an original style combining Twisting Rook and Feint Ranging Rook.
2枚の銀をツノのように並べて構える雁木の形。銀が中央をしっかり支えていて、どっしりした安定感のある駒組みだよ。,"A Snowroof shape with two silvers lined up like horns. The silvers firmly support the center, giving it a steady, stable formation."
二枚の銀をツノのように並べて構える中飛車。銀がしっかり中央を支えていて安定感バツグンだよ。昔ながらの中飛車の代表格!,A Central Rook with two silvers lined up like horns. The silvers strongly support the center and give excellent stability. It is a classic representative Central Rook form.
遠山雄亮先生が体系化した中飛車の指し方。持久戦でじっくり力を溜めてから攻めるスタイルが特徴で、著書も出している研究派の戦法だよ。,"A Central Rook style systematized by Yusuke Toyama. It features a slow-game style that stores power before attacking, and Toyama has written books on this research-heavy strategy."
都成竜馬先生が奨励会時代に指していた戦法。相手の飛車先に対して角じゃなくて銀で受けるのが独特で、糸谷哲郎先生がイベントで紹介して広まったんだ。,"A strategy Ryuma Tonari played during his Shoreikai days. It uniquely answers the opponent's rook pawn with a silver rather than a bishop, and spread after Tetsuro Itodani introduced it at an event."
アマチュアのタップダイスさんが体系化した、三間飛車から穴熊を端攻めで一気に破壊する超攻撃的な戦法!守りは後回し、とにかく穴熊の弱点を最速で叩く。一気にいくにゃ!,"An ultra-aggressive strategy systematized by amateur TapDice, using Third File Rook to destroy Anaguma quickly with edge attacks. Defense comes later; strike Anaguma's weakness at top speed. Go all in!"
角を使って振り飛車の急所をピンポイントに狙う戦法。昔の「鳥刺し」っていう鳥を捕まえる猟師が獲物を狙うように、引き角で相手の駒を狙い撃ちするのが名前の由来なんだって。,"A strategy that uses the bishop to precisely target Ranging Rook's weak points. The name comes from old torisashi hunters catching birds, likening the pullback bishop to aiming at prey."
引き角から使った攻撃的な戦法だよ。ドラゴンスペシャル......なんだか必殺技みたいな名前でわくわくしちゃうね! ,"An aggressive strategy using a pullback bishop. Dragon Special sounds like a finishing move, which makes it exciting."
「コーヤン」こと中田功先生の三間飛車から、桂馬を早めに跳ねて穴熊を端から攻めちゃう急戦策!「XP」は島朗先生が当時のWindowsにちなんで名付けたんだって。,"A quick attack from Ko-yan Isao Nakata's Third File Rook, jumping the knight early to attack Anaguma from the edge. The XP name was given by Akira Shima after Windows XP at the time."
中原誠先生の名を冠した、相掛かりから飛車を中段に浮かせて攻める戦法。攻め足はゆっくりだけど破壊力バツグンで、中原先生らしい豪快な指し方だよ!,"A strategy named after Makoto Nakahara, floating the rook to the middle ranks from Double Wing Attack. The attack speed is slow, but the destructive power is outstanding, fitting Nakahara's bold style."
中原誠先生が棋風改造のために編み出した相掛かりの指し方。「自然流」と呼ばれた中原先生が、ここから激しい空中戦スタイルに変わっていったんだって。,"A Double Wing Attack style Makoto Nakahara devised while remaking his playing style. Nakahara, known for Natural Style, shifted from this into intense aerial battles."
中原誠先生の急戦矢倉で、金を前線に繰り出して攻めるのがポイント。守りの金を攻めに使うのがちょっと大胆だよね。,"Makoto Nakahara's quick Yagura attack, where the gold advances to the front. Using a defensive gold for attack is rather bold."
飛車を中央に持っていく振り飛車の基本形。盤の真ん中から攻めるシンプルな発想で、攻守のバランスが良い戦法だよ。,The basic form of Ranging Rook that moves the rook to the center. It attacks from the middle of the board with a simple idea and has good attack-defense balance.
中飛車に構えながら玉を左の穴熊に入れる作戦。中飛車の攻撃力と穴熊の堅さを両方手に入れる欲張りな戦法だよ。,A plan that builds Central Rook while placing the king in Left Anaguma. It greedily combines Central Rook's attacking power with Anaguma's solidity.
将棋VTuberの菜々河れいさんが仲間と一緒に研究開発した向かい飛車!プロの黒田尭之先生が公式戦で採用して、VTuber発の戦法として注目されたんだ。,"An Opposing Rook researched and developed by shogi VTuber Nanakawa Rei and friends. Professional Takayuki Kuroda used it in an official game, drawing attention as a VTuber-born strategy."
将棋VTuberの菜々河れいさんが考案した、序盤にいきなり角を上がるびっくりする戦法!プロの黒田尭之先生が公式戦で勝って、マイナビから本も出たんだよ。,"A surprising strategy by shogi VTuber Nanakawa Rei that raises the bishop immediately in the opening. Professional Takayuki Kuroda won with it in an official game, and Mynavi even published a book on it."
ゴキゲン中飛車に対して飛車をずらして構える変則的な急戦策。名前に「亜」がついてるのは、完全な急戦じゃなくてちょっと独特な仕掛けだからだよ。,"An unusual quick-attack plan against Cheerful Central Rook that shifts the rook. The sub name indicates it is not a pure quick attack, but has a somewhat distinctive timing."
門倉啓太先生が考案した、いきなり飛車を三間に振る画期的な戦法!先に飛車を振ることで角道を開けたまま戦えるのが最大の利点なんだ。久保利明先生もタイトル戦で使ってるよ。,"A groundbreaking strategy devised by Keita Kadokura that swings the rook to the third file immediately. Swinging first lets you fight while keeping the bishop diagonal open, its greatest advantage. Toshiaki Kubo has also used it in title matches."
横歩取りで歩を打って受ける古い戦法なんだけど、先手に有効な対策が見つかっちゃって、今ではほとんど指されなくなったんだって。,"An old Side Pawn Picker defense using a pawn drop. Since an effective answer for Black was found, it is now rarely played."
屋敷伸之先生が指し始めた相矢倉の速攻戦法。守り駒の銀がこっそり城から抜け出して攻めに参加する様子が忍者みたいだからこの名前。かっこいいよね!,"A fast attack in Double Yagura pioneered by Nobuyuki Yashiki. The defending silver slips out of the castle and joins the attack like a ninja, which is where the cool name comes from."
将棋YouTuber「はく」さんが考案した四間飛車で、自分から角交換を仕掛けてから自陣に角を打ち直す、独特な戦法だよ!攻める四間飛車を指したい人にはおすすめだね!,"A Fourth File Rook devised by shogi YouTuber Haku, exchanging bishops voluntarily and then dropping a bishop back in his own camp. It is a distinctive strategy recommended for players who want an attacking Fourth File Rook."
中座真先生が考案した横歩取りの後手戦法で、飛車を五段目に引くのが斬新だったんだ。後手が攻めやすくてプロ間で大流行した、横歩取りの代名詞的な戦法!,"A White Side Pawn Picker strategy devised by Makoto Chuza, where pulling the rook to the fifth rank was innovative. White can attack easily, and it became so popular among professionals that it is almost synonymous with Side Pawn Picker."
漫画『ハチワンダイバー』に登場する戦法で、序盤に居飛車か振り飛車かを決めずに相手の出方を見てから決める作戦!漫画の作者がイベントで実際に使って勝ったこともあるんだって。,"A strategy from the manga 81diver, delaying the choice between Static Rook and Ranging Rook until after seeing the opponent's setup. The manga author even used it and won at an event."
羽生善治先生が2018年の棋聖戦で見せた袖飛車の形。金を先に上がってから飛車を移動させる工夫で、十字飛車の弱点を消しているのがさすがだよね!,"A Sleeve Rook shape shown by Yoshiharu Habu in the 2018 Kisei match. Raising the gold before moving the rook removes Cross Rook's weakness, showing Habu's ingenuity."
序盤からいきなり歩を突いて速攻を狙う三間飛車!昔は「ハメ手」なんて言われてたんだけど、升田幸三先生の手で立派な戦法に生まれ変わったんだよ。,"A Third File Rook that pushes a pawn immediately in the opening to aim for speed. It used to be called a trap line, but Kozo Masuda turned it into a proper strategy."
銀を素早く前線に繰り出して攻める戦法。名前の通りスピード重視で、相手が態勢を整える前に仕掛けちゃうのが狙い!,"A strategy that quickly sends the silver to the front. True to the Speed name, it aims to strike before the opponent can finish their formation."
ゲームのパックマンみたいに歩を「パクッ」と食べちゃう奇襲戦法!一見タダ取りできそうな歩なんだけど、取ると激しい乱戦になっちゃうから要注意だよ。,"A surprise strategy that eats a pawn with a snap, like the game Pac-Man. The pawn may look free, but taking it can trigger a fierce brawl, so caution is required."
左美濃の堅い囲いから急戦を仕掛ける、攻守バランスの良い作戦。舟囲いより堅いから、攻めが少しくらいうまくいかなくても安心だよ。,"A balanced attack-defense plan that launches a quick attack from the solid Left Mino castle. Since it is harder than Boat Castle, you can feel safe even if the attack is not perfect."
飛車をひねるように横に振り直す戦法。もともと居飛車だった飛車が途中で振り飛車に変わるから、相手は対応に困っちゃうんだ。,"A strategy that twists the rook sideways. A rook that began as Static Rook changes into Ranging Rook partway through, making it hard for the opponent to respond."
玉の周りの駒の配置が魚のヒラメに似ていることからこの名前がついたんだって。金銀4枚の低い構えがとっても堅くて、角交換にも強いのが特徴だよ。,The name comes from the way the pieces around the king resemble a flatfish. The low formation with four golds and silvers is very solid and strong against bishop exchange.
藤井猛先生が居飛車穴熊を倒すために生み出した、四間飛車の革命的な戦法!穴熊に囲わせる前に仕掛けるっていう発想がすごくて、振り飛車の歴史を変えたって言われてるよ。,A revolutionary Fourth File Rook strategy created by Takeshi Fujii to defeat Static Rook Anaguma. The idea of attacking before the opponent can enter Anaguma was so important that it changed Ranging Rook history.
振り飛車側が玉を端に寄せてミレニアム囲いに入る戦法。居飛車のミレニアム囲いを振り飛車に応用したもので、穴熊とはまた違った堅さがあるよ。,"A Ranging Rook strategy that moves the king to the edge and enters Millennium Castle. It adapts the Static Rook Millennium to Ranging Rook, giving it a different kind of solidity from Anaguma."
将棋YouTuberのSugarさんが開発した対振り飛車の超速攻急戦!元奨励会員の知人に「こんな指し方で負けたら振り飛車やめる!」って言われたのが名前の由来なんだって、えへへ。マイナビから本も出てるよ!,An ultra-fast anti-Ranging Rook quick attack developed by shogi YouTuber Sugar. The name comes from a former Shoreikai acquaintance saying that losing to this would make them quit Ranging Rook. Mynavi also published a book on it.
普通は守りに使う金をまっすぐ前に出して攻めに使う戦法!金が前線でグイグイ押していく姿はちょっと意外だけど、パワフルだよ。,"A strategy that sends a gold straight forward for attack, even though gold is normally used for defense. Seeing the gold push on the front line is surprising, but powerful."
銀をまっすぐ前に出して飛車と協力して攻める、将棋の基本戦法!シンプルだけど奥が深くて、加藤一二三先生が生涯愛用したことでも有名だよ。,"A basic shogi strategy where the silver advances straight ahead and attacks together with the rook. It is simple but deep, and is also famous as a lifelong favorite of Hifumi Kato."
佐藤康光先生に代表される、銀を何手も連続で動かしまくる破天荒な指し方の俗称。棋王戦で銀を5手連続で動かした対局が有名で、「暴れる銀」で暴銀なんだって!,"A slang term for wild play represented by Yasumitsu Sato, moving the silver repeatedly for several consecutive moves. A famous Kio match saw a silver move five times in a row; raging silver became Bo-gin."
桂馬をポンポンと連続で跳ねて攻める対四間飛車の急戦策!故・富沢幹雄先生が愛用したことから「富沢キック」とも呼ばれるんだって。桂馬を捨てて飛車先を突破する大胆な作戦だよ。,"A quick attack against Fourth File Rook that jumps the knight repeatedly. It is also called Tomizawa Kick after the late Mikio Tomizawa, who used it often. Sacrificing the knight to break through the rook file is a bold plan."
四間飛車の変則型で、金を前線に上げて攻撃的に構える独特の布陣。「魔界」っていう名前の通り、普通の四間飛車とはだいぶ違う不思議な形だよ。,"An irregular Fourth File Rook formation that raises the gold to the front and takes an aggressive shape. As the Demon World name suggests, it is quite different from normal Fourth File Rook."
升田幸三先生が披露した、振り飛車なのに角交換を許すっていう常識破りの指し方!将棋界中が驚いて、街の縁台将棋でもみんな真似してたんだって。,"A common-sense-breaking style Kozo Masuda showed, allowing bishop exchange despite playing Ranging Rook. The whole shogi world was shocked, and players in casual street shogi imitated it too."
真部一男先生が愛用した三間飛車の対穴熊戦法。中央に位を張って高美濃囲いからじわじわ攻める、ベテランらしい味わい深い指し方だね。,"A Third File Rook anti-Anaguma plan favored by Kazuo Manabe. It takes a central vanguard and attacks gradually from High Mino Castle, a seasoned and tasteful style."
1940年代にプロ棋士の間宮純一先生が考案した入玉戦法。「一番安全な場所は敵陣」っていう大胆すぎる発想で、初手から玉を敵陣に向かって進めちゃうんだって。えー!,"An entering-king strategy devised in the 1940s by professional Junichi Mamiya. With the bold idea that the safest place is the enemy camp, it sends the king toward the opponent's side from move one. Wow."
丸山忠久先生が編み出したゴキゲン中飛車への対策戦法。名前の由来は医師の丸山千里先生が開発した「丸山ワクチン」と同じ苗字だからなんだって。ゴキゲン中飛車に対して積極的に角交換を挑んでいくよ。,"A strategy against Cheerful Central Rook created by Tadahisa Maruyama. The name comes from sharing a surname with Chisato Maruyama, developer of the Maruyama vaccine. It actively challenges Cheerful Central Rook with bishop exchange."
玉を右側に構える柔軟な戦法。相手の攻めをかわしながらカウンターを狙う、ちょっと大人な指し方だよ。,"A flexible strategy that places the king on the right. It dodges the opponent's attack while aiming for counters, a rather mature style."
飛車を右から4列目に持っていって、飛車・角・銀・桂の全部の攻め駒を一点に集中させて攻める戦法!みんなで力を合わせて......せーのっ!ドーン!って一気に攻める瞬間が最高なんだ!私の一番得意な戦法だよ!,"A strategy that moves the rook to the fourth file from the right and concentrates rook, bishop, silver, and knight on one point. The moment everyone attacks together with a big boom is the best. It is my strongest strategy."
右四間飛車からすぐに攻めに行く速攻型!囲いは最低限にして、とにかく攻めのスピードで勝負するの。攻めが決まったときの気持ちよさは最高だよ!,"A fast-attacking Right Fourth File Rook that attacks immediately. The castle is minimal, and everything is decided by attack speed. It feels amazing when the attack lands."
右四間飛車の攻めの形に左美濃の堅い囲いを合わせた、攻守バランスの取れた作戦。攻めるだけじゃなくて守りもしっかりしてるから、安心して戦えるんだ。,"A balanced plan combining the attacking shape of Right Fourth File Rook with the solid Left Mino castle. It does not only attack; it defends well too, so you can fight with confidence."
飛車を相手の飛車と向かい合わせに振る振り飛車の基本形。相手の飛車先を受けやすくて、カウンター狙いの戦法だよ。,"The basic Opposing Rook form, swinging the rook to face the opponent's rook directly. It can easily meet the opponent's rook pawn and aims for counters."
村田顕弘先生が考案した、角道を開けないで駒組みを進める戦法。相手が居飛車でも振り飛車でもほぼ同じ形で対応できる「オールインワン」な作戦で、升田幸三賞特別賞を受賞!,"A strategy devised by Akihiro Murata that develops without opening the bishop diagonal. It is an all-in-one plan that can use nearly the same shape whether the opponent chooses Static Rook or Ranging Rook, and it won a Masuda Award special prize."
名前の通り、相手がどう来てもお構いなしに強引に石田流を目指す力技!角交換になっても「序盤は飛車より角」を信じて突き進むんだ。,"A forceful plan that aims for Ishida Style no matter what the opponent does. Even if bishops are exchanged, it pushes ahead believing that in the opening, bishop matters more than rook."
銀をいきなり上がる出だしの総合戦法。相手の戦型に関係なくこの形にできるのが魅力だよ!,A comprehensive strategy that starts by raising the silver immediately. Its appeal is that it can reach this shape regardless of the opponent's opening.
序盤で飛車をいきなり中段に浮かせて、うろうろしながら歩を取りに行く奇襲戦法。「ウキウキ飛車」っていう別名もあるんだって。,A surprise strategy that floats the rook to the middle ranks early and wanders around taking pawns. It is also known as Excited Rook.
アマ強豪の横山公望さんが考案して自ら「メリケン流」と名付けた攻撃的な向かい飛車!位を取って金を前に出して、ガンガン攻めていくのが特徴だよ。,"An aggressive Opposing Rook devised by strong amateur Kosuke Yokoyama, who named it Meriken Style himself. It takes a vanguard, advances the gold, and attacks hard."
森下卓先生が考えた矢倉の指し方で、相手の急戦をうまく受け流してじっくり組み上げるのが特徴。「急がば回れ」って感じの作戦だね。,"A Yagura style devised by Taku Morishita, characterized by calmly parrying the opponent's quick attacks and building up patiently. It feels like taking the long route because it is the sure route."
相手が矢倉に組もうとしているところに飛車を中央に持っていって中央突破を狙う戦法。矢倉の弱点である中央を直接攻めちゃう作戦だよ。,A strategy that moves the rook to the center and aims for a central breakthrough while the opponent tries to build Yagura. It directly attacks Yagura's central weakness.
矢倉に組んでから棒銀で一直線に攻める、わかりやすくて力強い戦法!銀の突進力で相手の矢倉をこじ開けるんだ。,A clear and powerful strategy that builds Yagura and then attacks straight ahead with Climbing Silver. The silver's charging power pries open the opponent's Yagura.
「やばボーズ」さんが考案した角交換四間飛車の一種。方針が明確で初中級者にも扱いやすいのが特徴で、勝率がとっても高いんだって!,"A type of Bishop Exchange Fourth File Rook devised by Yaba Bozu. Its plan is clear and easy for beginner and intermediate players to handle, with a very high win rate."
山田道美先生が大山康晴先生の四間飛車を倒すために研究した対四間飛車急戦の基本定跡。左の銀を使って攻めるっていう発想が当時は画期的だったんだ。,A basic anti-Fourth File Rook quick-attack joseki researched by Michiyoshi Yamada to defeat Yasuharu Oyama's Fourth File Rook. Using the left silver to attack was a revolutionary idea at the time.
佐々木勇気先生が考えた横歩取りの攻撃的な指し方。飛車を引かずに桂馬を活用してガンガン攻めていく!升田幸三賞を受賞した本格派の戦法だよ。,"An aggressive Side Pawn Picker style devised by Yuki Sasaki. Without pulling the rook back, it uses the knight and attacks hard. It is a serious strategy that won the Masuda Award."
一度振った飛車をもとの位置に戻して居飛車に戻る戦法。振り飛車と見せかけてUターンするから、相手の陣形構築の計算を狂わせちゃうよ。,"A strategy that returns the rook to its original square after first swinging it, going back to Static Rook. By pretending to be Ranging Rook and making a U-turn, it disrupts the opponent's formation plans."
銀がふわふわと前線に出てくる様子がUFOみたいだからこの名前なんだって。相掛かりで相手の駒組みを制約する作戦なんだけど、名前がなんだかかわいいよね、えへへ。,"The silver floating out to the front looks like a UFO, which is where the name comes from. It restricts the opponent's development in Double Wing Attack, and the name is cute."
居飛車っぽい出だしから、途中でサッと飛車を振って相手をびっくりさせる作戦!「陽動」っていうのは、相手の注意をそらすっていう意味だよ。,"A strategy that starts like Static Rook, then suddenly swings the rook and surprises the opponent. Feint means drawing the opponent's attention away."
大橋貴洸先生が考えた新しい四間飛車で、穴熊に「囲わせてから端で倒す」のが狙い。藤井システムとは逆の発想で升田幸三賞を受賞した、四間飛車の新しい形だよ!,"A new Fourth File Rook devised by Takahiro Ohashi, aiming to let the opponent build Anaguma and then beat it at the edge. It is the reverse idea of the Fujii System and won the Masuda Award."
飛車で横の歩を取りに行く、一歩得をめぐる戦型!序盤から激しい攻め合いになることが多くて、プロでも研究がどんどん進んでいる最先端の将棋だよ。,"A Side Pawn Picker opening where the rook takes a side pawn and both sides fight over a pawn gain. The opening often becomes sharp, and professional research keeps advancing at the cutting edge."
米長邦雄先生が得意にしていた矢倉への急戦策。相手がのんびり矢倉を組んでいるところに、素早く仕掛けて主導権を握る作戦だよ。,A quick attack against Yagura favored by Kunio Yonenaga. It strikes quickly and seizes the initiative while the opponent leisurely builds Yagura.
横歩取りからいきなり角を打ち込む奇襲戦法!江戸時代から存在していて、谷川浩司先生が若い頃に連採して36手で勝った記録もあるんだって。すごい!,"A surprise strategy that drops a bishop immediately from Side Pawn Picker. It has existed since the Edo period, and Koji Tanigawa used it repeatedly when young, even recording a win in 36 moves."
対振り飛車で歩をポンと突いて早めに角交換を挑む急戦策。名前の通りスピード重視で、振り飛車側がのんびりしてると一気に攻め込まれちゃうよ。,"A speed-focused anti-Ranging Rook quick attack that pushes a pawn early and challenges bishop exchange. If the Ranging Rook side takes it easy, they can be overrun quickly."
戸辺誠先生が考案した、まず四間に振ってから三間に振り直す戦法。「四から三」で「よんさん」って読むんだよ。途中下車してから本命に向かうみたいでおもしろいよね!,"A strategy devised by Makoto Tobe that first swings to Fourth File Rook and then re-swings to Third File Rook. It is read Yon-San, from four to three, like getting off midway before heading to the real destination."
対振り飛車の急戦策で、左の銀を前線に出して攻める戦法。居飛車の基本的な仕掛けのひとつで、いろんな変化があって奥が深いよ。,"An anti-Ranging Rook quick attack that sends the left silver to the front. It is one of Static Rook's basic attacking plans, with many deep variations."
右の銀を前線に出して対振り飛車に仕掛ける急戦策。左急戦との違いがちょっとわかりにくいけど、銀の出る方向が違うと攻めの形も変わるんだよ。,"An anti-Ranging Rook quick attack that sends the right silver to the front. The difference from Left Quick Attack can be subtle, but changing the silver's path changes the attacking shape."
正式名称は「白色レグホーン・スペシャル」!東大将棋部で開発された角交換四間飛車穴熊で、穴熊に固めてからとにかく攻める「トリ攻め」のスタイルを、採卵用鶏の品種「白色レグホーン」にかけたのが名前の由来なんだって。,"Officially called White Leghorn Special. It is a Bishop Exchange Fourth File Rook Anaguma developed by the University of Tokyo Shogi Club, combining Anaguma castling with all-out bird attack, named after the White Leghorn chicken breed."
脇謙二先生が考案した、お互いが同じ形の矢倉に組む同型戦法。まるで鏡みたいな盤面から、先に仕掛けたほうがちょっと得するっていう駆け引きがおもしろいよ!,"A same-shape Yagura strategy devised by Kenji Waki, where both sides build matching Yagura formations. From the mirror-like board, the player who attacks first gains a slight edge, making the timing battle interesting."
飛車を初期位置のまま使って戦う、将棋の基本スタイルのひとつ!振り飛車と対になる大きな分類で、飛車側の攻めと玉側の守りを分担するバランス型の戦い方だよ。,"One of shogi's basic styles, fighting with the rook on its starting square. It is a major category paired with Ranging Rook, balancing attack on the rook side with defense around the king."
後手番ならではの独自の駒組みや作戦のこと。先手の出方を見てから方針を決められるのが後手の強みで、カウンター狙いの戦い方ができるよ!,"Unique piece development and plans specific to playing White. White's strength is deciding a plan after seeing Black's setup, making counterattacking play possible."
飛車を左側に移動させて戦う、攻守一体のスタイル!居飛車とは全く違う世界が広がっていて、美濃囲いとの相性がバツグンだよ。振り飛車党にはたまらないよね!,"An attack-defense style that moves the rook to the left side. It opens a world completely different from Static Rook and pairs perfectly with Mino Castle, making it irresistible for Ranging Rook players."
一間飛車に穴熊を組み合わせた型。端の飛車で攻めつつ穴熊で堅く守る、一間飛車の代表的な組み合わせだよ。,"A form combining First File Rook with Anaguma. It attacks with the edge rook while defending solidly with Anaguma, making it a representative First File Rook setup."
金銀を左右対称に配置して、まるでアヒルが歩いているような可愛い陣形を作る戦法!見た目は面白いけど、打ち込みの隙が少なくて意外と手強いんだよ。,"A strategy that places golds and silvers symmetrically, creating a cute formation like a duck walking. It looks funny, but has few weaknesses to piece drops and is surprisingly tough."
